year,week_no,district,disease_name_in_full_form,cases,cases_lag1,cases_lag2,cases_lag3,cases_lag4,precip_lag1,precip_lag2,precip_lag3,precip_lag4
2023,4,Kalutara,Dengue Fever,81,86,80,74,64,15.45,3.3,46.15,50.8
2023,5,Kalutara,Dengue Fever,94,81,86,80,74,23.95,15.45,3.3,46.15
2023,6,Kalutara,Dengue Fever,105,94,81,86,80,68.03,23.95,15.45,3.3
2023,7,Kalutara,Dengue Fever,84,105,94,81,86,13.3,68.03,23.95,15.45
2023,8,Kalutara,Dengue Fever,46,84,105,94,81,11.65,13.3,68.03,23.95
2023,9,Kalutara,Dengue Fever,28,46,84,105,94,25.6,11.65,13.3,68.03
2023,10,Kalutara,Dengue Fever,62,28,46,84,105,56.64,25.6,11.65,13.3
2023,11,Kalutara,Dengue Fever,47,62,28,46,84,34.2,56.64,25.6,11.65
2023,12,Kalutara,Dengue Fever,49,47,62,28,46,46.35,34.2,56.64,25.6
2023,13,Kalutara,Dengue Fever,28,49,47,62,28,40.65,46.35,34.2,56.64
2023,14,Kalutara,Dengue Fever,54,28,49,47,62,9.8,40.65,46.35,34.2
2023,15,Kalutara,Dengue Fever,48,54,28,49,47,22.58,9.8,40.65,46.35
2023,16,Kalutara,Dengue Fever,95,48,54,28,49,12.8,22.58,9.8,40.65
2023,17,Kalutara,Dengue Fever,124,95,48,54,28,16.55,12.8,22.58,9.8
2023,18,Kalutara,Dengue Fever,90,124,95,48,54,116.43,16.55,12.8,22.58
2023,19,Kalutara,Dengue Fever,96,90,124,95,48,175.66,116.43,16.55,12.8
2023,20,Kalutara,Dengue Fever,99,96,90,124,95,121.41,175.66,116.43,16.55
2023,21,Kalutara,Dengue Fever,90,99,96,90,124,28.02,121.41,175.66,116.43
2023,22,Kalutara,Dengue Fever,165,90,99,96,90,27.88,28.02,121.41,175.66
2023,23,Kalutara,Dengue Fever,239,165,90,99,96,68.35,27.88,28.02,121.41
2023,24,Kalutara,Dengue Fever,192,239,165,90,99,116.7,68.35,27.88,28.02
2023,25,Kalutara,Dengue Fever,190,192,239,165,90,105.15,116.7,68.35,27.88
2023,26,Kalutara,Dengue Fever,161,190,192,239,165,111.01,105.15,116.7,68.35
2023,27,Kalutara,Dengue Fever,129,161,190,192,239,157.74,111.01,105.15,116.7
2023,28,Kalutara,Dengue Fever,99,129,161,190,192,104.23,157.74,111.01,105.15
2023,29,Kalutara,Dengue Fever,128,99,129,161,190,44.69,104.23,157.74,111.01
2023,30,Kalutara,Dengue Fever,84,128,99,129,161,38.64,44.69,104.23,157.74
2023,31,Kalutara,Dengue Fever,95,84,128,99,129,43.05,38.64,44.69,104.23
2023,32,Kalutara,Dengue Fever,80,95,84,128,99,21.7,43.05,38.64,44.69
2023,33,Kalutara,Dengue Fever,98,80,95,84,128,33.58,21.7,43.05,38.64
2023,34,Kalutara,Dengue Fever,87,98,80,95,84,20.23,33.58,21.7,43.05
2023,35,Kalutara,Dengue Fever,102,87,98,80,95,29.5,20.23,33.58,21.7
2023,36,Kalutara,Dengue Fever,72,102,87,98,80,294.5,29.5,20.23,33.58
2023,37,Kalutara,Dengue Fever,70,72,102,87,98,244.7,294.5,29.5,20.23
2023,38,Kalutara,Dengue Fever,57,70,72,102,87,114,244.7,294.5,29.5
2023,39,Kalutara,Dengue Fever,58,57,70,72,102,101.31,114,244.7,294.5
2023,40,Kalutara,Dengue Fever,34,58,57,70,72,155.55,101.31,114,244.7
2023,41,Kalutara,Dengue Fever,44,34,58,57,70,128.56,155.55,101.31,114
2023,42,Kalutara,Dengue Fever,193,44,34,58,57,109.16,128.56,155.55,101.31
2023,43,Kalutara,Dengue Fever,47,193,44,34,58,200.94,109.16,128.56,155.55
2023,44,Kalutara,Dengue Fever,345,47,193,44,34,83.41,200.94,109.16,128.56
2023,45,Kalutara,Dengue Fever,52,345,47,193,44,98.1,83.41,200.94,109.16
2023,46,Kalutara,Dengue Fever,35,52,345,47,193,125.63,98.1,83.41,200.94
2023,47,Kalutara,Dengue Fever,0,35,52,345,47,113.97,125.63,98.1,83.41
2023,48,Kalutara,Dengue Fever,1,0,35,52,345,129.48,113.97,125.63,98.1
2023,49,Kalutara,Dengue Fever,34,1,0,35,52,111.99,129.48,113.97,125.63
2023,50,Kalutara,Dengue Fever,85,34,1,0,35,100.6,111.99,129.48,113.97
2023,51,Kalutara,Dengue Fever,104,85,34,1,0,114.47,100.6,111.99,129.48
2023,52,Kalutara,Dengue Fever,693,104,85,34,1,45.3,114.47,100.6,111.99
2024,1,Kalutara,Dengue Fever,89,693,104,85,34,64.34,45.3,114.47,100.6
2024,2,Kalutara,Dengue Fever,77,89,693,104,85,65.9,64.34,45.3,114.47
2024,3,Kalutara,Dengue Fever,103,77,89,693,104,34.73,65.9,64.34,45.3
2024,4,Kalutara,Dengue Fever,105,103,77,89,693,9.9,34.73,65.9,64.34
2024,5,Kalutara,Dengue Fever,96,105,103,77,89,5.6,9.9,34.73,65.9
2024,6,Kalutara,Dengue Fever,118,96,105,103,77,16,5.6,9.9,34.73
2024,7,Kalutara,Dengue Fever,113,118,96,105,103,4.3,16,5.6,9.9
2024,8,Kalutara,Dengue Fever,81,113,118,96,105,21.2,4.3,16,5.6
2024,9,Kalutara,Dengue Fever,77,81,113,118,96,4,21.2,4.3,16
2024,10,Kalutara,Dengue Fever,54,77,81,113,118,6.9,4,21.2,4.3
2024,11,Kalutara,Dengue Fever,43,54,77,81,113,1.4,6.9,4,21.2
2024,12,Kalutara,Dengue Fever,91,43,54,77,81,2.9,1.4,6.9,4
2024,13,Kalutara,Dengue Fever,78,91,43,54,77,34.76,2.9,1.4,6.9
2024,14,Kalutara,Dengue Fever,69,78,91,43,54,38.89,34.76,2.9,1.4
2024,15,Kalutara,Dengue Fever,50,69,78,91,43,31.8,38.89,34.76,2.9
2024,16,Kalutara,Dengue Fever,35,50,69,78,91,118.38,31.8,38.89,34.76
2024,17,Kalutara,Dengue Fever,37,35,50,69,78,38.72,118.38,31.8,38.89
2024,18,Kalutara,Dengue Fever,24,37,35,50,69,49.63,38.72,118.38,31.8
2024,19,Kalutara,Dengue Fever,41,24,37,35,50,28.3,49.63,38.72,118.38
2024,20,Kalutara,Dengue Fever,31,41,24,37,35,112.81,28.3,49.63,38.72
2024,21,Kalutara,Dengue Fever,50,31,41,24,37,173.95,112.81,28.3,49.63
2024,22,Kalutara,Dengue Fever,32,50,31,41,24,264.93,173.95,112.81,28.3
2024,23,Kalutara,Dengue Fever,41,32,50,31,41,248.05,264.93,173.95,112.81
2024,24,Kalutara,Dengue Fever,41,41,32,50,31,45.38,248.05,264.93,173.95
2024,25,Kalutara,Dengue Fever,50,41,41,32,50,48.85,45.38,248.05,264.93
2024,26,Kalutara,Dengue Fever,46,50,41,41,32,130.42,48.85,45.38,248.05
2024,27,Kalutara,Dengue Fever,63,46,50,41,41,78.1,130.42,48.85,45.38
2024,28,Kalutara,Dengue Fever,60,63,46,50,41,72.51,78.1,130.42,48.85
2024,29,Kalutara,Dengue Fever,68,60,63,46,50,58.09,72.51,78.1,130.42
2024,30,Kalutara,Dengue Fever,55,68,60,63,46,66.52,58.09,72.51,78.1
2024,31,Kalutara,Dengue Fever,65,55,68,60,63,51.86,66.52,58.09,72.51
2024,32,Kalutara,Dengue Fever,27,65,55,68,60,80.27,51.86,66.52,58.09
2024,33,Kalutara,Dengue Fever,50,27,65,55,68,77.54,80.27,51.86,66.52
2024,34,Kalutara,Dengue Fever,48,50,27,65,55,178.27,77.54,80.27,51.86
2024,35,Kalutara,Dengue Fever,43,48,50,27,65,102.37,178.27,77.54,80.27
2024,36,Kalutara,Dengue Fever,57,43,48,50,27,90.94,102.37,178.27,77.54
2024,37,Kalutara,Dengue Fever,39,57,43,48,50,119.3,90.94,102.37,178.27
2024,38,Kalutara,Dengue Fever,23,39,57,43,48,96.4,119.3,90.94,102.37
2024,39,Kalutara,Dengue Fever,34,23,39,57,43,39.4,96.4,119.3,90.94
2024,40,Kalutara,Dengue Fever,48,34,23,39,57,49.24,39.4,96.4,119.3
2024,41,Kalutara,Dengue Fever,44,48,34,23,39,28.67,49.24,39.4,96.4
2024,42,Kalutara,Dengue Fever,44,44,48,34,23,243.98,28.67,49.24,39.4
2024,43,Kalutara,Dengue Fever,36,44,44,48,34,63.5,243.98,28.67,49.24
2024,44,Kalutara,Dengue Fever,31,36,44,44,48,106.24,63.5,243.98,28.67
2024,45,Kalutara,Dengue Fever,40,31,36,44,44,58.13,106.24,63.5,243.98
2024,46,Kalutara,Dengue Fever,36,40,31,36,44,64.4,58.13,106.24,63.5
2024,47,Kalutara,Dengue Fever,23,36,40,31,36,51.84,64.4,58.13,106.24
2024,48,Kalutara,Dengue Fever,30,23,36,40,31,73.55,51.84,64.4,58.13
2024,49,Kalutara,Dengue Fever,34,30,23,36,40,150.17,73.55,51.84,64.4
2024,50,Kalutara,Dengue Fever,28,34,30,23,36,21.5,150.17,73.55,51.84
2024,51,Kalutara,Dengue Fever,32,28,34,30,23,41.96,21.5,150.17,73.55
2024,52,Kalutara,Dengue Fever,49,32,28,34,30,50.24,41.96,21.5,150.17
2025,1,Kalutara,Dengue Fever,34,49,32,28,34,18.85,50.24,41.96,21.5
2025,2,Kalutara,Dengue Fever,65,34,49,32,28,63.68,18.85,50.24,41.96
2025,3,Kalutara,Dengue Fever,24,65,34,49,32,41,63.68,18.85,50.24
2025,4,Kalutara,Dengue Fever,51,24,65,34,49,111.8,41,63.68,18.85
2025,5,Kalutara,Dengue Fever,38,51,24,65,34,43.5,111.8,41,63.68
2025,6,Kalutara,Dengue Fever,29,38,51,24,65,39.33,43.5,111.8,41
2025,7,Kalutara,Dengue Fever,29,29,38,51,24,3.3,39.33,43.5,111.8
2025,8,Kalutara,Dengue Fever,29,29,29,38,51,1.7,3.3,39.33,43.5
2025,9,Kalutara,Dengue Fever,44,29,29,29,38,8.2,1.7,3.3,39.33
2025,10,Kalutara,Dengue Fever,31,44,29,29,29,99.8,8.2,1.7,3.3
2025,11,Kalutara,Dengue Fever,43,31,44,29,29,10.4,99.8,8.2,1.7
2025,12,Kalutara,Dengue Fever,37,43,31,44,29,47.1,10.4,99.8,8.2
2025,13,Kalutara,Dengue Fever,35,37,43,31,44,28.8,47.1,10.4,99.8
2025,14,Kalutara,Dengue Fever,30,35,37,43,31,14.82,28.8,47.1,10.4
2025,15,Kalutara,Dengue Fever,39,30,35,37,43,64.91,14.82,28.8,47.1
2025,16,Kalutara,Dengue Fever,36,39,30,35,37,62.7,64.91,14.82,28.8
2025,17,Kalutara,Dengue Fever,42,36,39,30,35,18.9,62.7,64.91,14.82
2025,18,Kalutara,Dengue Fever,64,42,36,39,30,27.4,18.9,62.7,64.91
2025,19,Kalutara,Dengue Fever,59,64,42,36,39,24.37,27.4,18.9,62.7
2025,20,Kalutara,Dengue Fever,63,59,64,42,36,42.3,24.37,27.4,18.9
2025,21,Kalutara,Dengue Fever,35,63,59,64,42,72.9,42.3,24.37,27.4
2025,22,Kalutara,Dengue Fever,92,35,63,59,64,127.55,72.9,42.3,24.37
2025,23,Kalutara,Dengue Fever,71,92,35,63,59,101.85,127.55,72.9,42.3
2025,24,Kalutara,Dengue Fever,68,71,92,35,63,28.66,101.85,127.55,72.9
2025,25,Kalutara,Dengue Fever,74,68,71,92,35,161.31,28.66,101.85,127.55
2025,26,Kalutara,Dengue Fever,62,74,68,71,92,87.91,161.31,28.66,101.85
2025,27,Kalutara,Dengue Fever,92,62,74,68,71,59.21,87.91,161.31,28.66
2025,28,Kalutara,Dengue Fever,57,92,62,74,68,45.34,59.21,87.91,161.31
2025,29,Kalutara,Dengue Fever,66,57,92,62,74,50.66,45.34,59.21,87.91
2025,30,Kalutara,Dengue Fever,80,66,57,92,62,89.45,50.66,45.34,59.21
2025,31,Kalutara,Dengue Fever,53,80,66,57,92,103.48,89.45,50.66,45.34
2025,32,Kalutara,Dengue Fever,30,53,80,66,57,83.66,103.48,89.45,50.66
2025,33,Kalutara,Dengue Fever,47,30,53,80,66,58.2,83.66,103.48,89.45
2025,34,Kalutara,Dengue Fever,56,47,30,53,80,60.1,58.2,83.66,103.48
2025,35,Kalutara,Dengue Fever,39,56,47,30,53,23,60.1,58.2,83.66
2025,36,Kalutara,Dengue Fever,40,39,56,47,30,83.7,23,60.1,58.2
2025,37,Kalutara,Dengue Fever,34,40,39,56,47,64.4,83.7,23,60.1
2025,38,Kalutara,Dengue Fever,32,34,40,39,56,66.6,64.4,83.7,23
2025,39,Kalutara,Dengue Fever,27,32,34,40,39,178,66.6,64.4,83.7
2025,40,Kalutara,Dengue Fever,43,27,32,34,40,128.1,178,66.6,64.4
2025,41,Kalutara,Dengue Fever,32,43,27,32,34,55.2,128.1,178,66.6
2025,42,Kalutara,Dengue Fever,35,32,43,27,32,64.8,55.2,128.1,178
2025,43,Kalutara,Dengue Fever,24,35,32,43,27,96.6,64.8,55.2,128.1
2025,44,Kalutara,Dengue Fever,35,24,35,32,43,181.3,96.6,64.8,55.2
2025,45,Kalutara,Dengue Fever,32,35,24,35,32,34.9,181.3,96.6,64.8
2025,46,Kalutara,Dengue Fever,27,32,35,24,35,115.4,34.9,181.3,96.6
2025,47,Kalutara,Dengue Fever,35,27,32,35,24,66.6,115.4,34.9,181.3
2025,48,Kalutara,Dengue Fever,34,35,27,32,35,125.2,66.6,115.4,34.9
2025,49,Kalutara,Dengue Fever,57,34,35,27,32,220,125.2,66.6,115.4
2025,50,Kalutara,Dengue Fever,63,57,34,35,27,50.8,220,125.2,66.6
2025,51,Kalutara,Dengue Fever,53,63,57,34,35,64.3,50.8,220,125.2
2025,52,Kalutara,Dengue Fever,85,53,63,57,34,18.3,64.3,50.8,220
2020,5,Kalutara,Dysentery,0,0,0,1,1,9.6,3.3,4.7,7.9
2020,6,Kalutara,Dysentery,0,0,0,0,1,8.2,9.6,3.3,4.7
2020,7,Kalutara,Dysentery,3,0,0,0,0,0.9,8.2,9.6,3.3
2020,8,Kalutara,Dysentery,1,3,0,0,0,16.05,0.9,8.2,9.6
2020,9,Kalutara,Dysentery,0,1,3,0,0,7.85,16.05,0.9,8.2
2020,10,Kalutara,Dysentery,0,0,1,3,0,4.7,7.85,16.05,0.9
2020,11,Kalutara,Dysentery,0,0,0,1,3,3.9,4.7,7.85,16.05
2020,12,Kalutara,Dysentery,0,0,0,0,1,11.4,3.9,4.7,7.85
2020,13,Kalutara,Dysentery,0,0,0,0,0,24.1,11.4,3.9,4.7
2020,14,Kalutara,Dysentery,0,0,0,0,0,6,24.1,11.4,3.9
2020,15,Kalutara,Dysentery,0,0,0,0,0,46.7,6,24.1,11.4
2020,16,Kalutara,Dysentery,0,0,0,0,0,25.5,46.7,6,24.1
2020,17,Kalutara,Dysentery,0,0,0,0,0,45.65,25.5,46.7,6
2020,18,Kalutara,Dysentery,0,0,0,0,0,49.35,45.65,25.5,46.7
2020,19,Kalutara,Dysentery,0,0,0,0,0,24.4,49.35,45.65,25.5
2020,20,Kalutara,Dysentery,0,0,0,0,0,53.13,24.4,49.35,45.65
2020,21,Kalutara,Dysentery,0,0,0,0,0,74.95,53.13,24.4,49.35
2020,22,Kalutara,Dysentery,0,0,0,0,0,125.38,74.95,53.13,24.4
2020,23,Kalutara,Dysentery,0,0,0,0,0,76.76,125.38,74.95,53.13
2020,24,Kalutara,Dysentery,0,0,0,0,0,82.29,76.76,125.38,74.95
2020,25,Kalutara,Dysentery,0,0,0,0,0,73.45,82.29,76.76,125.38
2020,26,Kalutara,Dysentery,0,0,0,0,0,37.2,73.45,82.29,76.76
2020,27,Kalutara,Dysentery,1,0,0,0,0,54.8,37.2,73.45,82.29
2020,28,Kalutara,Dysentery,1,1,0,0,0,49.15,54.8,37.2,73.45
2020,29,Kalutara,Dysentery,0,1,1,0,0,55.1,49.15,54.8,37.2
2020,30,Kalutara,Dysentery,1,0,1,1,0,56.1,55.1,49.15,54.8
2020,31,Kalutara,Dysentery,0,1,0,1,1,59.2,56.1,55.1,49.15
2020,32,Kalutara,Dysentery,1,0,1,0,1,72.5,59.2,56.1,55.1
2020,33,Kalutara,Dysentery,0,1,0,1,0,118.9,72.5,59.2,56.1
2020,34,Kalutara,Dysentery,0,0,1,0,1,18.3,118.9,72.5,59.2
2020,35,Kalutara,Dysentery,1,0,0,1,0,20.1,18.3,118.9,72.5
2020,36,Kalutara,Dysentery,1,1,0,0,1,15.4,20.1,18.3,118.9
2020,37,Kalutara,Dysentery,1,1,1,0,0,154.46,15.4,20.1,18.3
2020,38,Kalutara,Dysentery,0,1,1,1,0,75.22,154.46,15.4,20.1
2020,39,Kalutara,Dysentery,1,0,1,1,1,82.25,75.22,154.46,15.4
2020,40,Kalutara,Dysentery,0,1,0,1,1,78,82.25,75.22,154.46
2020,41,Kalutara,Dysentery,0,0,1,0,1,52.39,78,82.25,75.22
2020,42,Kalutara,Dysentery,0,0,0,1,0,28.4,52.39,78,82.25
2020,43,Kalutara,Dysentery,1,0,0,0,1,35.6,28.4,52.39,78
2020,44,Kalutara,Dysentery,0,1,0,0,0,17.2,35.6,28.4,52.39
2020,45,Kalutara,Dysentery,0,0,1,0,0,14.4,17.2,35.6,28.4
2020,46,Kalutara,Dysentery,0,0,0,1,0,67.6,14.4,17.2,35.6
2020,47,Kalutara,Dysentery,0,0,0,0,1,157.27,67.6,14.4,17.2
2020,48,Kalutara,Dysentery,1,0,0,0,0,211,157.27,67.6,14.4
2020,49,Kalutara,Dysentery,0,1,0,0,0,12.9,211,157.27,67.6
2020,50,Kalutara,Dysentery,1,0,1,0,0,55.58,12.9,211,157.27
2020,51,Kalutara,Dysentery,0,1,0,1,0,6.7,55.58,12.9,211
2020,52,Kalutara,Dysentery,0,0,1,0,1,31.85,6.7,55.58,12.9
2021,1,Kalutara,Dysentery,0,0,0,1,0,33.8,31.85,6.7,55.58
2021,2,Kalutara,Dysentery,0,0,0,0,1,86.8,33.8,31.85,6.7
2021,3,Kalutara,Dysentery,0,0,0,0,0,160.85,86.8,33.8,31.85
2021,4,Kalutara,Dysentery,0,0,0,0,0,21.25,160.85,86.8,33.8
2021,5,Kalutara,Dysentery,1,0,0,0,0,27.3,21.25,160.85,86.8
2021,6,Kalutara,Dysentery,1,1,0,0,0,15.1,27.3,21.25,160.85
2021,7,Kalutara,Dysentery,0,1,1,0,0,1.3,15.1,27.3,21.25
2021,8,Kalutara,Dysentery,0,0,1,1,0,4.3,1.3,15.1,27.3
2021,9,Kalutara,Dysentery,0,0,0,1,1,6.3,4.3,1.3,15.1
2021,10,Kalutara,Dysentery,0,0,0,0,1,9.75,6.3,4.3,1.3
2021,12,Kalutara,Dysentery,2,0,0,0,0,131.5,9.75,6.3,4.3
2021,13,Kalutara,Dysentery,1,2,0,0,0,124.55,131.5,9.75,6.3
2021,14,Kalutara,Dysentery,0,1,2,0,0,9.9,124.55,131.5,9.75
2021,15,Kalutara,Dysentery,1,0,1,2,0,11.4,9.9,124.55,131.5
2021,16,Kalutara,Dysentery,0,1,0,1,2,45.7,11.4,9.9,124.55
2021,17,Kalutara,Dysentery,1,0,1,0,1,23.3,45.7,11.4,9.9
2021,18,Kalutara,Dysentery,0,1,0,1,0,28.5,23.3,45.7,11.4
2021,19,Kalutara,Dysentery,1,0,1,0,1,92.45,28.5,23.3,45.7
2021,20,Kalutara,Dysentery,1,1,0,1,0,137.84,92.45,28.5,23.3
2021,21,Kalutara,Dysentery,0,1,1,0,1,65.95,137.84,92.45,28.5
2021,22,Kalutara,Dysentery,0,0,1,1,0,137.76,65.95,137.84,92.45
2021,23,Kalutara,Dysentery,0,0,0,1,1,104.44,137.76,65.95,137.84
2021,24,Kalutara,Dysentery,0,0,0,0,1,83.85,104.44,137.76,65.95
2021,25,Kalutara,Dysentery,0,0,0,0,0,15.5,83.85,104.44,137.76
2021,26,Kalutara,Dysentery,0,0,0,0,0,53.05,15.5,83.85,104.44
2021,27,Kalutara,Dysentery,0,0,0,0,0,81.29,53.05,15.5,83.85
2021,28,Kalutara,Dysentery,0,0,0,0,0,110.21,81.29,53.05,15.5
2021,29,Kalutara,Dysentery,0,0,0,0,0,16,110.21,81.29,53.05
2021,30,Kalutara,Dysentery,0,0,0,0,0,71.7,16,110.21,81.29
2021,31,Kalutara,Dysentery,0,0,0,0,0,43.8,71.7,16,110.21
2021,32,Kalutara,Dysentery,0,0,0,0,0,48.4,43.8,71.7,16
2021,33,Kalutara,Dysentery,0,0,0,0,0,91.63,48.4,43.8,71.7
2021,34,Kalutara,Dysentery,0,0,0,0,0,31.64,91.63,48.4,43.8
2021,35,Kalutara,Dysentery,0,0,0,0,0,77,31.64,91.63,48.4
2021,36,Kalutara,Dysentery,0,0,0,0,0,45.5,77,31.64,91.63
2021,37,Kalutara,Dysentery,0,0,0,0,0,41.7,45.5,77,31.64
2021,38,Kalutara,Dysentery,0,0,0,0,0,66.4,41.7,45.5,77
2021,39,Kalutara,Dysentery,0,0,0,0,0,81,66.4,41.7,45.5
2021,40,Kalutara,Dysentery,0,0,0,0,0,55.8,81,66.4,41.7
2021,41,Kalutara,Dysentery,0,0,0,0,0,91.8,55.8,81,66.4
2021,42,Kalutara,Dysentery,0,0,0,0,0,47.4,91.8,55.8,81
2021,43,Kalutara,Dysentery,0,0,0,0,0,53.55,47.4,91.8,55.8
2021,44,Kalutara,Dysentery,0,0,0,0,0,153.95,53.55,47.4,91.8
2021,45,Kalutara,Dysentery,1,0,0,0,0,139.75,153.95,53.55,47.4
2021,46,Kalutara,Dysentery,0,1,0,0,0,188.2,139.75,153.95,53.55
2021,47,Kalutara,Dysentery,0,0,1,0,0,114.15,188.2,139.75,153.95
2021,48,Kalutara,Dysentery,0,0,0,1,0,105.7,114.15,188.2,139.75
2021,49,Kalutara,Dysentery,2,0,0,0,1,35.5,105.7,114.15,188.2
2021,50,Kalutara,Dysentery,0,2,0,0,0,10.4,35.5,105.7,114.15
2021,51,Kalutara,Dysentery,0,0,2,0,0,81.4,10.4,35.5,105.7
2022,1,Kalutara,Dysentery,0,0,0,2,0,5.7,81.4,10.4,35.5
2022,2,Kalutara,Dysentery,0,0,0,0,2,19.55,5.7,81.4,10.4
2022,3,Kalutara,Dysentery,0,0,0,0,0,9.4,19.55,5.7,81.4
2022,4,Kalutara,Dysentery,2,0,0,0,0,1.8,9.4,19.55,5.7
2022,5,Kalutara,Dysentery,1,2,0,0,0,6.3,1.8,9.4,19.55
2022,6,Kalutara,Dysentery,0,1,2,0,0,14.85,6.3,1.8,9.4
2022,7,Kalutara,Dysentery,0,0,1,2,0,49.6,14.85,6.3,1.8
2022,8,Kalutara,Dysentery,1,0,0,1,2,10.8,49.6,14.85,6.3
2022,9,Kalutara,Dysentery,0,1,0,0,1,8.4,10.8,49.6,14.85
2022,10,Kalutara,Dysentery,0,0,1,0,0,3.3,8.4,10.8,49.6
2022,11,Kalutara,Dysentery,0,0,0,1,0,21.2,3.3,8.4,10.8
2022,12,Kalutara,Dysentery,0,0,0,0,1,22.2,21.2,3.3,8.4
2022,13,Kalutara,Dysentery,0,0,0,0,0,12.6,22.2,21.2,3.3
2022,14,Kalutara,Dysentery,0,0,0,0,0,20.8,12.6,22.2,21.2
2022,15,Kalutara,Dysentery,0,0,0,0,0,116.15,20.8,12.6,22.2
2022,16,Kalutara,Dysentery,0,0,0,0,0,45.65,116.15,20.8,12.6
2022,17,Kalutara,Dysentery,0,0,0,0,0,46.1,45.65,116.15,20.8
2022,18,Kalutara,Dysentery,0,0,0,0,0,42.8,46.1,45.65,116.15
2022,19,Kalutara,Dysentery,0,0,0,0,0,48.35,42.8,46.1,45.65
2022,20,Kalutara,Dysentery,0,0,0,0,0,234.3,48.35,42.8,46.1
2022,21,Kalutara,Dysentery,0,0,0,0,0,77.25,234.3,48.35,42.8
2022,22,Kalutara,Dysentery,0,0,0,0,0,149.2,77.25,234.3,48.35
2022,23,Kalutara,Dysentery,0,0,0,0,0,142.95,149.2,77.25,234.3
2022,24,Kalutara,Dysentery,0,0,0,0,0,60.45,142.95,149.2,77.25
2022,25,Kalutara,Dysentery,0,0,0,0,0,79.95,60.45,142.95,149.2
2022,26,Kalutara,Dysentery,1,0,0,0,0,70.3,79.95,60.45,142.95
2022,27,Kalutara,Dysentery,0,1,0,0,0,58.1,70.3,79.95,60.45
2022,29,Kalutara,Dysentery,1,0,1,0,0,20.75,58.1,70.3,79.95
2022,30,Kalutara,Dysentery,0,1,0,1,0,36.9,20.75,58.1,70.3
2022,31,Kalutara,Dysentery,2,0,1,0,1,46.9,36.9,20.75,58.1
2022,32,Kalutara,Dysentery,1,2,0,1,0,123.05,46.9,36.9,20.75
2022,33,Kalutara,Dysentery,3,1,2,0,1,14.4,123.05,46.9,36.9
2022,34,Kalutara,Dysentery,0,3,1,2,0,24.6,14.4,123.05,46.9
2022,35,Kalutara,Dysentery,1,0,3,1,2,73.3,24.6,14.4,123.05
2022,36,Kalutara,Dysentery,2,1,0,3,1,142.38,73.3,24.6,14.4
2022,37,Kalutara,Dysentery,0,2,1,0,3,67.4,142.38,73.3,24.6
2022,38,Kalutara,Dysentery,0,0,2,1,0,25.7,67.4,142.38,73.3
2022,39,Kalutara,Dysentery,1,0,0,2,1,25.1,25.7,67.4,142.38
2022,40,Kalutara,Dysentery,0,1,0,0,2,73.45,25.1,25.7,67.4
2022,41,Kalutara,Dysentery,0,0,1,0,0,62.2,73.45,25.1,25.7
2022,42,Kalutara,Dysentery,0,0,0,1,0,122.1,62.2,73.45,25.1
2022,43,Kalutara,Dysentery,1,0,0,0,1,162.7,122.1,62.2,73.45
2022,44,Kalutara,Dysentery,0,1,0,0,0,48.3,162.7,122.1,62.2
2022,45,Kalutara,Dysentery,0,0,1,0,0,170.15,48.3,162.7,122.1
2022,46,Kalutara,Dysentery,2,0,0,1,0,102.65,170.15,48.3,162.7
2022,47,Kalutara,Dysentery,4,2,0,0,1,24,102.65,170.15,48.3
2022,48,Kalutara,Dysentery,1,4,2,0,0,4,24,102.65,170.15
2022,49,Kalutara,Dysentery,1,1,4,2,0,101.7,4,24,102.65
2022,50,Kalutara,Dysentery,0,1,1,4,2,46,101.7,4,24
2022,51,Kalutara,Dysentery,1,0,1,1,4,25.8,46,101.7,4
2022,52,Kalutara,Dysentery,1,1,0,1,1,79.9,25.8,46,101.7
2022,53,Kalutara,Dysentery,1,1,1,0,1,22.22,79.9,25.8,46
2023,1,Kalutara,Dysentery,1,1,1,1,0,50.8,22.22,79.9,25.8
2023,2,Kalutara,Dysentery,0,1,1,1,1,46.15,50.8,22.22,79.9
2023,3,Kalutara,Dysentery,1,0,1,1,1,3.3,46.15,50.8,22.22
2023,4,Kalutara,Dysentery,0,1,0,1,1,15.45,3.3,46.15,50.8
2023,5,Kalutara,Dysentery,0,0,1,0,1,23.95,15.45,3.3,46.15
2023,6,Kalutara,Dysentery,0,0,0,1,0,68.03,23.95,15.45,3.3
2023,7,Kalutara,Dysentery,1,0,0,0,1,13.3,68.03,23.95,15.45
2023,8,Kalutara,Dysentery,0,1,0,0,0,11.65,13.3,68.03,23.95
2023,9,Kalutara,Dysentery,1,0,1,0,0,25.6,11.65,13.3,68.03
2023,10,Kalutara,Dysentery,1,1,0,1,0,56.64,25.6,11.65,13.3
2023,11,Kalutara,Dysentery,0,1,1,0,1,34.2,56.64,25.6,11.65
2023,12,Kalutara,Dysentery,0,0,1,1,0,46.35,34.2,56.64,25.6
2023,13,Kalutara,Dysentery,0,0,0,1,1,40.65,46.35,34.2,56.64
2023,14,Kalutara,Dysentery,0,0,0,0,1,9.8,40.65,46.35,34.2
2023,15,Kalutara,Dysentery,0,0,0,0,0,22.58,9.8,40.65,46.35
2023,16,Kalutara,Dysentery,0,0,0,0,0,12.8,22.58,9.8,40.65
